lat,lon,roof_area_m2,ghi,dni,pvout,avg_temp,usability_factor,panel_efficiency,tilt_angle,annual_kwh_actual
14.0,75.5,224.7,5.076,4.053,1605.4,30.9,0.68,0.19,15.3,44355.6
14.0,75.5,319.8,5.076,4.053,1605.4,30.9,0.7,0.19,15.3,70476.0
14.0,75.5,305.1,5.076,4.053,1605.4,30.9,0.83,0.2,15.3,76606.7
14.0,75.5,146.8,5.076,4.053,1605.4,30.9,0.69,0.22,15.3,28195.4
14.0,75.5,212.3,5.076,4.053,1605.4,30.9,0.63,0.2,15.3,37997.0
14.0,75.75,348.6,5.072,4.049,1597.5,30.9,0.83,0.22,15.3,90311.3
14.0,75.75,292.6,5.072,4.049,1597.5,30.9,0.8,0.22,15.3,72729.1
14.0,75.75,214.0,5.072,4.049,1597.5,30.9,0.71,0.17,15.3,44375.3
14.0,75.75,66.2,5.072,4.049,1597.5,30.9,0.82,0.21,15.3,15825.0
14.0,75.75,255.2,5.072,4.049,1597.5,30.9,0.75,0.18,15.3,59658.4
14.0,76.0,103.1,5.123,4.101,1608.6,30.9,0.81,0.2,15.3,26071.6
14.0,76.0,272.2,5.123,4.101,1608.6,30.9,0.76,0.22,15.3,57284.8
14.0,76.0,178.3,5.123,4.101,1608.6,30.9,0.63,0.21,15.3,31713.7
14.0,76.0,162.4,5.123,4.101,1608.6,30.9,0.75,0.22,15.3,34780.3
14.0,76.0,105.5,5.123,4.101,1608.6,30.9,0.67,0.2,15.3,21322.1
14.0,76.25,56.2,5.143,4.121,1606.6,30.9,0.72,0.21,15.3,11046.3
14.0,76.25,267.6,5.143,4.121,1606.6,30.9,0.79,0.21,15.3,58797.0
14.0,76.25,41.3,5.143,4.121,1606.6,30.9,0.66,0.17,15.3,8562.7
14.0,76.25,172.4,5.143,4.121,1606.6,30.9,0.76,0.19,15.3,39878.4
14.0,76.25,138.6,5.143,4.121,1606.6,30.9,0.81,0.19,15.3,31933.2
14.0,76.5,114.3,5.124,4.102,1597.2,30.9,0.84,0.18,15.3,28140.9
14.0,76.5,316.6,5.124,4.102,1597.2,30.9,0.76,0.19,15.3,74444.7
14.0,76.5,161.5,5.124,4.102,1597.2,30.9,0.62,0.19,15.3,30719.2
14.0,76.5,113.3,5.124,4.102,1597.2,30.9,0.67,0.21,15.3,23301.3
14.0,76.5,349.4,5.124,4.102,1597.2,30.9,0.78,0.19,15.3,75028.4
14.0,76.75,141.9,5.171,4.15,1619.8,30.9,0.79,0.2,15.3,33555.8
14.0,76.75,135.1,5.171,4.15,1619.8,30.9,0.79,0.21,15.3,29795.6
14.0,76.75,331.1,5.171,4.15,1619.8,30.9,0.75,0.17,15.3,76325.7
14.0,76.75,112.7,5.171,4.15,1619.8,30.9,0.6,0.2,15.3,20337.2
14.0,76.75,306.7,5.171,4.15,1619.8,30.9,0.81,0.19,15.3,72786.5
14.0,77.0,179.2,5.195,4.175,1627.4,30.9,0.69,0.2,15.3,38766.3
14.0,77.0,78.2,5.195,4.175,1627.4,30.9,0.73,0.19,15.3,15851.0
14.0,77.0,224.8,5.195,4.175,1627.4,30.9,0.61,0.19,15.3,40770.4
14.0,77.0,149.4,5.195,4.175,1627.4,30.9,0.76,0.21,15.3,33522.9
14.0,77.0,308.4,5.195,4.175,1627.4,30.9,0.63,0.17,15.3,58537.3
14.0,77.25,222.2,5.166,4.145,1625.9,30.9,0.82,0.21,15.3,51490.7
14.0,77.25,265.5,5.166,4.145,1625.9,30.9,0.77,0.19,15.3,62749.1
14.0,77.25,294.0,5.166,4.145,1625.9,30.9,0.69,0.2,15.3,62388.8
14.0,77.25,83.8,5.166,4.145,1625.9,30.9,0.84,0.18,15.3,20758.9
14.0,77.25,256.1,5.166,4.145,1625.9,30.9,0.68,0.17,15.3,48664.0
14.0,77.5,216.6,5.14,4.118,1614.9,30.9,0.81,0.18,15.3,55170.4
14.0,77.5,248.0,5.14,4.118,1614.9,30.9,0.77,0.21,15.3,55710.8
14.0,77.5,94.4,5.14,4.118,1614.9,30.9,0.75,0.18,15.3,20781.6
14.0,77.5,305.7,5.14,4.118,1614.9,30.9,0.72,0.21,15.3,63581.5
14.0,77.5,272.2,5.14,4.118,1614.9,30.9,0.76,0.18,15.3,61905.2
14.0,77.75,90.2,5.127,4.105,1613.1,30.9,0.66,0.19,15.3,18601.9
14.0,77.75,83.8,5.127,4.105,1613.1,30.9,0.69,0.2,15.3,15712.9
14.0,77.75,54.3,5.127,4.105,1613.1,30.9,0.64,0.21,15.3,10042.5
14.0,77.75,57.2,5.127,4.105,1613.1,30.9,0.71,0.21,15.3,12205.7
14.0,77.75,45.5,5.127,4.105,1613.1,30.9,0.84,0.18,15.3,10523.8
14.0,78.0,206.8,5.101,4.079,1605.0,30.9,0.72,0.21,15.3,43753.4
14.0,78.0,301.7,5.101,4.079,1605.0,30.9,0.83,0.17,15.3,77404.6
14.0,78.0,190.2,5.101,4.079,1605.0,30.9,0.76,0.22,15.3,41863.5
14.0,78.0,175.1,5.101,4.079,1605.0,30.9,0.84,0.17,15.3,41364.7
14.0,78.0,277.9,5.101,4.079,1605.0,30.9,0.82,0.18,15.3,71306.2
14.0,78.25,139.8,5.092,4.07,1598.5,30.9,0.63,0.22,15.3,26756.6
14.0,78.25,245.0,5.092,4.07,1598.5,30.9,0.64,0.17,15.3,44245.4
14.0,78.25,231.1,5.092,4.07,1598.5,30.9,0.72,0.17,15.3,45242.4
14.0,78.25,85.0,5.092,4.07,1598.5,30.9,0.7,0.18,15.3,17368.6
14.0,78.25,179.9,5.092,4.07,1598.5,30.9,0.75,0.18,15.3,41925.5
14.0,78.5,242.8,4.974,3.949,1579.9,30.9,0.8,0.18,15.3,59208.8
14.0,78.5,153.8,4.974,3.949,1579.9,30.9,0.62,0.17,15.3,28765.1
14.0,78.5,152.9,4.974,3.949,1579.9,30.9,0.64,0.19,15.3,26681.6
14.0,78.5,295.0,4.974,3.949,1579.9,30.9,0.83,0.18,15.3,67478.7
14.0,78.5,320.8,4.974,3.949,1579.9,30.9,0.69,0.2,15.3,67162.8
14.0,78.75,334.4,4.974,3.949,1589.8,30.9,0.75,0.18,15.3,70032.5
14.0,78.75,300.8,4.974,3.949,1589.8,30.9,0.71,0.21,15.3,61834.7
14.0,78.75,135.3,4.974,3.949,1589.8,30.9,0.66,0.18,15.3,26618.4
14.0,78.75,95.2,4.974,3.949,1589.8,30.9,0.8,0.21,15.3,21734.7
14.0,78.75,120.6,4.974,3.949,1589.8,30.9,0.66,0.2,15.3,23631.7
14.0,79.0,210.3,4.797,3.769,1546.5,30.9,0.72,0.22,15.3,44633.5
14.0,79.0,324.3,4.797,3.769,1546.5,30.9,0.73,0.22,15.3,66960.3
14.0,79.0,100.5,4.797,3.769,1546.5,30.9,0.63,0.2,15.3,18833.6
14.0,79.0,141.1,4.797,3.769,1546.5,30.9,0.73,0.2,15.3,29477.2
14.0,79.0,154.2,4.797,3.769,1546.5,30.9,0.71,0.18,15.3,30447.1
14.0,79.25,90.9,4.731,3.702,1540.2,30.9,0.75,0.18,15.3,19386.2
14.0,79.25,221.3,4.731,3.702,1540.2,30.9,0.69,0.2,15.3,42128.7
14.0,79.25,69.3,4.731,3.702,1540.2,30.9,0.71,0.19,15.3,13798.4
14.0,79.25,94.2,4.731,3.702,1540.2,30.9,0.77,0.21,15.3,20131.1
14.0,79.25,304.9,4.731,3.702,1540.2,30.9,0.66,0.19,15.3,57756.2
14.0,79.5,298.2,4.435,3.4,1495.2,30.9,0.79,0.22,15.3,62194.6
14.0,79.5,175.8,4.435,3.4,1495.2,30.9,0.65,0.2,15.3,31302.3
14.0,79.5,307.4,4.435,3.4,1495.2,30.9,0.63,0.19,15.3,50072.6
14.0,79.5,130.7,4.435,3.4,1495.2,30.9,0.67,0.21,15.3,23504.1
14.0,79.5,235.7,4.435,3.4,1495.2,30.9,0.83,0.19,15.3,53009.2
14.0,79.75,229.8,4.629,3.598,1524.1,30.9,0.65,0.2,15.3,42707.4
14.0,79.75,344.1,4.629,3.598,1524.1,30.9,0.68,0.18,15.3,64664.4
14.0,79.75,152.8,4.629,3.598,1524.1,30.9,0.66,0.2,15.3,26669.4
14.0,79.75,278.5,4.629,3.598,1524.1,30.9,0.83,0.2,15.3,65700.0
14.0,79.75,149.2,4.629,3.598,1524.1,30.9,0.8,0.2,15.3,35046.8
14.0,80.0,234.0,4.73,3.7,1553.1,30.9,0.64,0.18,15.3,43991.2
14.0,80.0,247.1,4.73,3.7,1553.1,30.9,0.66,0.21,15.3,45630.6
14.0,80.0,306.5,4.73,3.7,1553.1,30.9,0.71,0.17,15.3,62180.7
14.0,80.0,80.2,4.73,3.7,1553.1,30.9,0.64,0.18,15.3,14774.2
14.0,80.0,348.9,4.73,3.7,1553.1,30.9,0.72,0.18,15.3,71355.5
14.0,80.25,59.3,4.794,3.766,1571.0,30.9,0.76,0.18,15.3,12209.3
14.0,80.25,112.9,4.794,3.766,1571.0,30.9,0.61,0.2,15.3,18967.0
14.0,80.25,110.9,4.794,3.766,1571.0,30.9,0.75,0.2,15.3,23058.5
14.0,80.25,348.7,4.794,3.766,1571.0,30.9,0.77,0.18,15.3,76118.4
14.0,80.25,279.4,4.794,3.766,1571.0,30.9,0.79,0.22,15.3,62581.2
14.0,80.5,240.8,1.0,,,30.9,0.79,0.19,15.3,
14.0,80.5,139.9,1.0,,,30.9,0.7,0.17,15.3,
14.0,80.5,218.5,1.0,,,30.9,0.71,0.21,15.3,
14.0,80.5,274.4,1.0,,,30.9,0.74,0.21,15.3,
14.0,80.5,246.6,1.0,,,30.9,0.68,0.17,15.3,
14.0,80.75,333.8,1.0,,,30.9,0.75,0.18,15.3,
14.0,80.75,89.3,1.0,,,30.9,0.64,0.2,15.3,
14.0,80.75,58.5,1.0,,,30.9,0.84,0.19,15.3,
14.0,80.75,178.1,1.0,,,30.9,0.74,0.2,15.3,
14.0,80.75,160.7,1.0,,,30.9,0.79,0.22,15.3,
14.0,81.0,104.5,1.0,,,30.9,0.62,0.19,15.3,
14.0,81.0,46.1,1.0,,,30.9,0.67,0.21,15.3,
14.0,81.0,125.4,1.0,,,30.9,0.67,0.2,15.3,
14.0,81.0,255.3,1.0,,,30.9,0.83,0.2,15.3,
14.0,81.0,99.1,1.0,,,30.9,0.68,0.2,15.3,
14.0,81.25,131.4,1.0,,,30.9,0.75,0.19,15.3,
14.0,81.25,273.9,1.0,,,30.9,0.82,0.22,15.3,
14.0,81.25,303.2,1.0,,,30.9,0.66,0.2,15.3,
14.0,81.25,121.1,1.0,,,30.9,0.62,0.22,15.3,
14.0,81.25,71.9,1.0,,,30.9,0.6,0.21,15.3,
14.0,81.5,154.2,1.0,,,30.9,0.77,0.21,15.3,
14.0,81.5,294.1,1.0,,,30.9,0.71,0.21,15.3,
14.0,81.5,336.3,1.0,,,30.9,0.75,0.2,15.3,
14.0,81.5,317.2,1.0,,,30.9,0.77,0.19,15.3,
14.0,81.5,186.0,1.0,,,30.9,0.75,0.19,15.3,
14.0,81.75,222.2,1.0,,,30.9,0.66,0.22,15.3,
14.0,81.75,296.1,1.0,,,30.9,0.77,0.2,15.3,
14.0,81.75,336.0,1.0,,,30.9,0.63,0.2,15.3,
14.0,81.75,346.5,1.0,,,30.9,0.61,0.18,15.3,
14.0,81.75,312.4,1.0,,,30.9,0.71,0.18,15.3,
14.0,82.0,237.0,1.0,,,30.9,0.76,0.2,15.3,
14.0,82.0,310.8,1.0,,,30.9,0.73,0.2,15.3,
14.0,82.0,260.9,1.0,,,30.9,0.67,0.19,15.3,
14.0,82.0,338.7,1.0,,,30.9,0.72,0.22,15.3,
14.0,82.0,296.2,1.0,,,30.9,0.67,0.21,15.3,
14.0,82.25,303.7,1.0,,,30.9,0.77,0.21,15.3,
14.0,82.25,130.6,1.0,,,30.9,0.68,0.22,15.3,
14.0,82.25,284.4,1.0,,,30.9,0.68,0.22,15.3,
14.0,82.25,67.0,1.0,,,30.9,0.68,0.19,15.3,
14.0,82.25,180.2,1.0,,,30.9,0.67,0.18,15.3,
14.0,82.5,314.2,1.0,,,30.9,0.76,0.21,15.3,
14.0,82.5,59.7,1.0,,,30.9,0.77,0.2,15.3,
14.0,82.5,228.3,1.0,,,30.9,0.7,0.22,15.3,
14.0,82.5,71.1,1.0,,,30.9,0.63,0.19,15.3,
14.0,82.5,193.1,1.0,,,30.9,0.67,0.19,15.3,
14.0,82.75,202.5,1.0,,,30.9,0.81,0.22,15.3,
14.0,82.75,46.4,1.0,,,30.9,0.8,0.2,15.3,
14.0,82.75,167.3,1.0,,,30.9,0.84,0.19,15.3,
14.0,82.75,41.2,1.0,,,30.9,0.69,0.2,15.3,
14.0,82.75,144.6,1.0,,,30.9,0.69,0.19,15.3,
14.0,83.0,66.0,1.0,,,30.9,0.83,0.21,15.3,
14.0,83.0,206.7,1.0,,,30.9,0.8,0.2,15.3,
14.0,83.0,150.2,1.0,,,30.9,0.78,0.21,15.3,
14.0,83.0,273.2,1.0,,,30.9,0.68,0.21,15.3,
14.0,83.0,345.3,1.0,,,30.9,0.7,0.18,15.3,
14.0,83.25,63.2,1.0,,,30.9,0.79,0.19,15.3,
14.0,83.25,306.8,1.0,,,30.9,0.81,0.17,15.3,
14.0,83.25,81.5,1.0,,,30.9,0.76,0.17,15.3,
14.0,83.25,292.6,1.0,,,30.9,0.67,0.17,15.3,
14.0,83.25,200.6,1.0,,,30.9,0.68,0.2,15.3,
14.0,83.5,227.9,1.0,,,30.9,0.62,0.18,15.3,
14.0,83.5,163.8,1.0,,,30.9,0.61,0.21,15.3,
14.0,83.5,176.6,1.0,,,30.9,0.83,0.19,15.3,
14.0,83.5,148.5,1.0,,,30.9,0.84,0.18,15.3,
14.0,83.5,76.2,1.0,,,30.9,0.81,0.21,15.3,
14.0,83.75,242.3,1.0,,,30.9,0.8,0.2,15.3,
14.0,83.75,147.1,1.0,,,30.9,0.64,0.18,15.3,
14.0,83.75,323.3,1.0,,,30.9,0.81,0.19,15.3,
14.0,83.75,308.8,1.0,,,30.9,0.8,0.19,15.3,
14.0,83.75,62.1,1.0,,,30.9,0.72,0.18,15.3,
14.0,84.0,251.9,1.0,,,30.9,0.75,0.19,15.3,
14.0,84.0,336.1,1.0,,,30.9,0.68,0.18,15.3,
14.0,84.0,349.0,1.0,,,30.9,0.85,0.19,15.3,
14.0,84.0,237.4,1.0,,,30.9,0.77,0.21,15.3,
14.0,84.0,91.6,1.0,,,30.9,0.74,0.19,15.3,
14.0,84.25,190.0,1.0,,,30.9,0.65,0.2,15.3,
14.0,84.25,133.5,1.0,,,30.9,0.77,0.21,15.3,
14.0,84.25,318.4,1.0,,,30.9,0.67,0.18,15.3,
14.0,84.25,239.3,1.0,,,30.9,0.83,0.19,15.3,
14.0,84.25,252.1,1.0,,,30.9,0.81,0.22,15.3,
14.0,84.5,343.2,1.0,,,30.9,0.85,0.18,15.3,
14.0,84.5,179.8,1.0,,,30.9,0.73,0.2,15.3,
14.0,84.5,280.2,1.0,,,30.9,0.62,0.2,15.3,
14.0,84.5,301.3,1.0,,,30.9,0.84,0.2,15.3,
14.0,84.5,339.8,1.0,,,30.9,0.77,0.19,15.3,
14.0,84.75,230.5,1.0,,,30.9,0.65,0.19,15.3,
14.0,84.75,49.2,1.0,,,30.9,0.65,0.21,15.3,
14.0,84.75,212.8,1.0,,,30.9,0.64,0.21,15.3,
14.0,84.75,172.6,1.0,,,30.9,0.71,0.21,15.3,
14.0,84.75,127.1,1.0,,,30.9,0.76,0.17,15.3,
14.0,85.0,138.5,1.0,,,30.9,0.71,0.2,15.3,
14.0,85.0,42.8,1.0,,,30.9,0.73,0.19,15.3,
14.0,85.0,174.6,1.0,,,30.9,0.8,0.18,15.3,
14.0,85.0,82.4,1.0,,,30.9,0.82,0.21,15.3,
14.0,85.0,260.7,1.0,,,30.9,0.79,0.19,15.3,
14.0,85.25,197.5,1.0,,,30.9,0.68,0.19,15.3,
14.0,85.25,249.6,1.0,,,30.9,0.72,0.2,15.3,
14.0,85.25,126.3,1.0,,,30.9,0.68,0.2,15.3,
14.0,85.25,118.9,1.0,,,30.9,0.85,0.2,15.3,
14.0,85.25,293.3,1.0,,,30.9,0.79,0.21,15.3,
14.0,85.5,258.4,1.0,,,30.9,0.68,0.19,15.3,
14.0,85.5,116.7,1.0,,,30.9,0.6,0.19,15.3,
14.0,85.5,97.5,1.0,,,30.9,0.8,0.19,15.3,
14.0,85.5,145.6,1.0,,,30.9,0.71,0.2,15.3,
14.0,85.5,305.6,1.0,,,30.9,0.81,0.21,15.3,
14.0,85.75,194.5,1.0,,,30.9,0.62,0.19,15.3,
14.0,85.75,347.2,1.0,,,30.9,0.75,0.19,15.3,
14.0,85.75,335.8,1.0,,,30.9,0.61,0.21,15.3,
14.0,85.75,178.2,1.0,,,30.9,0.71,0.2,15.3,
14.0,85.75,302.2,1.0,,,30.9,0.7,0.2,15.3,
14.0,86.0,208.5,1.0,,,30.9,0.74,0.17,15.3,
14.0,86.0,192.3,1.0,,,30.9,0.62,0.2,15.3,
14.0,86.0,81.7,1.0,,,30.9,0.69,0.18,15.3,
14.0,86.0,292.3,1.0,,,30.9,0.76,0.21,15.3,
14.0,86.0,128.5,1.0,,,30.9,0.62,0.22,15.3,
14.0,86.25,304.1,1.0,,,30.9,0.73,0.19,15.3,
14.0,86.25,63.9,1.0,,,30.9,0.68,0.2,15.3,
14.0,86.25,210.5,1.0,,,30.9,0.6,0.17,15.3,
14.0,86.25,311.3,1.0,,,30.9,0.72,0.2,15.3,
14.0,86.25,225.1,1.0,,,30.9,0.76,0.2,15.3,
14.0,86.5,102.9,1.0,,,30.9,0.82,0.2,15.3,
14.0,86.5,162.2,1.0,,,30.9,0.65,0.21,15.3,
14.0,86.5,212.1,1.0,,,30.9,0.64,0.18,15.3,
14.0,86.5,317.3,1.0,,,30.9,0.82,0.17,15.3,
14.0,86.5,43.4,1.0,,,30.9,0.68,0.2,15.3,
14.0,86.75,239.9,1.0,,,30.9,0.65,0.18,15.3,
14.0,86.75,96.0,1.0,,,30.9,0.67,0.2,15.3,
14.0,86.75,309.8,1.0,,,30.9,0.78,0.21,15.3,
14.0,86.75,54.2,1.0,,,30.9,0.81,0.19,15.3,
14.0,86.75,309.3,1.0,,,30.9,0.65,0.18,15.3,
14.0,87.0,158.0,1.0,,,30.9,0.78,0.17,15.3,
14.0,87.0,308.1,1.0,,,30.9,0.7,0.22,15.3,
14.0,87.0,344.6,1.0,,,30.9,0.75,0.19,15.3,
14.0,87.0,341.1,1.0,,,30.9,0.6,0.2,15.3,
14.0,87.0,325.3,1.0,,,30.9,0.78,0.21,15.3,
14.0,87.25,345.7,1.0,,,30.9,0.74,0.2,15.3,
14.0,87.25,290.8,1.0,,,30.9,0.68,0.19,15.3,
14.0,87.25,48.6,1.0,,,30.9,0.82,0.19,15.3,
14.0,87.25,183.8,1.0,,,30.9,0.73,0.19,15.3,
14.0,87.25,49.6,1.0,,,30.9,0.67,0.19,15.3,
14.0,87.5,303.0,1.0,,,30.9,0.82,0.19,15.3,
14.0,87.5,108.2,1.0,,,30.9,0.81,0.21,15.3,
14.0,87.5,131.8,1.0,,,30.9,0.63,0.18,15.3,
14.0,87.5,142.5,1.0,,,30.9,0.78,0.19,15.3,
14.0,87.5,262.4,1.0,,,30.9,0.66,0.22,15.3,
14.0,87.75,232.6,1.0,,,30.9,0.62,0.2,15.3,
14.0,87.75,137.9,1.0,,,30.9,0.81,0.19,15.3,
14.0,87.75,88.7,1.0,,,30.9,0.85,0.21,15.3,
14.0,87.75,71.8,1.0,,,30.9,0.84,0.22,15.3,
14.0,87.75,108.6,1.0,,,30.9,0.82,0.21,15.3,
14.0,88.0,213.2,1.0,,,30.9,0.78,0.2,15.3,
14.0,88.0,155.7,1.0,,,30.9,0.69,0.18,15.3,
14.0,88.0,203.2,1.0,,,30.9,0.84,0.19,15.3,
14.0,88.0,255.7,1.0,,,30.9,0.62,0.18,15.3,
14.0,88.0,237.4,1.0,,,30.9,0.6,0.17,15.3,
14.0,88.25,284.1,1.0,,,30.9,0.65,0.18,15.3,
14.0,88.25,187.5,1.0,,,30.9,0.73,0.2,15.3,
14.0,88.25,289.8,1.0,,,30.9,0.65,0.19,15.3,
14.0,88.25,288.3,1.0,,,30.9,0.68,0.22,15.3,
14.0,88.25,280.2,1.0,,,30.9,0.79,0.19,15.3,
14.0,88.5,53.9,1.0,,,30.9,0.84,0.18,15.3,
14.0,88.5,172.8,1.0,,,30.9,0.67,0.17,15.3,
14.0,88.5,127.6,1.0,,,30.9,0.81,0.18,15.3,
14.0,88.5,45.3,1.0,,,30.9,0.67,0.21,15.3,
14.0,88.5,293.6,1.0,,,30.9,0.72,0.2,15.3,
14.0,88.75,332.8,1.0,,,30.9,0.71,0.2,15.3,
14.0,88.75,341.2,1.0,,,30.9,0.7,0.17,15.3,
14.0,88.75,157.0,1.0,,,30.9,0.66,0.18,15.3,
14.0,88.75,183.2,1.0,,,30.9,0.67,0.18,15.3,
14.0,88.75,271.8,1.0,,,30.9,0.84,0.19,15.3,
14.0,89.0,136.8,1.0,,,30.9,0.64,0.18,15.3,
14.0,89.0,165.0,1.0,,,30.9,0.72,0.18,15.3,
14.0,89.0,342.9,1.0,,,30.9,0.64,0.17,15.3,
14.0,89.0,69.3,1.0,,,30.9,0.76,0.2,15.3,
14.0,89.0,103.8,1.0,,,30.9,0.8,0.22,15.3,
14.0,89.25,283.1,1.0,,,30.9,0.73,0.2,15.3,
14.0,89.25,183.8,1.0,,,30.9,0.66,0.19,15.3,
14.0,89.25,70.6,1.0,,,30.9,0.69,0.21,15.3,
14.0,89.25,310.8,1.0,,,30.9,0.62,0.2,15.3,
14.0,89.25,120.4,1.0,,,30.9,0.79,0.22,15.3,
14.0,89.5,288.7,1.0,,,30.9,0.78,0.2,15.3,
14.0,89.5,137.5,1.0,,,30.9,0.85,0.22,15.3,
14.0,89.5,88.6,1.0,,,30.9,0.68,0.2,15.3,
14.0,89.5,106.9,1.0,,,30.9,0.74,0.2,15.3,
14.0,89.5,132.1,1.0,,,30.9,0.76,0.2,15.3,
14.0,89.75,247.0,1.0,,,30.9,0.63,0.17,15.3,
14.0,89.75,274.5,1.0,,,30.9,0.77,0.2,15.3,
14.0,89.75,341.2,1.0,,,30.9,0.69,0.2,15.3,
14.0,89.75,236.2,1.0,,,30.9,0.66,0.18,15.3,
14.0,89.75,112.1,1.0,,,30.9,0.66,0.2,15.3,
14.0,90.0,267.1,1.0,,,30.9,0.84,0.21,15.3,
14.0,90.0,229.2,1.0,,,30.9,0.66,0.22,15.3,
14.0,90.0,52.3,1.0,,,30.9,0.84,0.2,15.3,
14.0,90.0,48.7,1.0,,,30.9,0.71,0.2,15.3,
14.0,90.0,143.3,1.0,,,30.9,0.75,0.21,15.3,
14.0,90.25,163.6,1.0,,,30.9,0.84,0.21,15.3,
14.0,90.25,46.7,1.0,,,30.9,0.72,0.2,15.3,
14.0,90.25,43.5,1.0,,,30.9,0.76,0.22,15.3,
14.0,90.25,109.2,1.0,,,30.9,0.75,0.2,15.3,
14.0,90.25,123.4,1.0,,,30.9,0.61,0.22,15.3,
14.0,90.5,277.0,1.0,,,30.9,0.77,0.2,15.3,
14.0,90.5,242.1,1.0,,,30.9,0.81,0.18,15.3,
14.0,90.5,287.0,1.0,,,30.9,0.75,0.21,15.3,
14.0,90.5,124.3,1.0,,,30.9,0.61,0.18,15.3,
14.0,90.5,285.8,1.0,,,30.9,0.82,0.19,15.3,
14.0,90.75,139.0,1.0,,,30.9,0.72,0.2,15.3,
14.0,90.75,175.0,1.0,,,30.9,0.72,0.19,15.3,
14.0,90.75,192.0,1.0,,,30.9,0.73,0.18,15.3,
14.0,90.75,138.7,1.0,,,30.9,0.76,0.2,15.3,
14.0,90.75,260.4,1.0,,,30.9,0.75,0.18,15.3,
14.0,91.0,239.6,1.0,,,30.9,0.85,0.17,15.3,
14.0,91.0,282.3,1.0,,,30.9,0.7,0.19,15.3,
14.0,91.0,265.5,1.0,,,30.9,0.73,0.18,15.3,
14.0,91.0,67.2,1.0,,,30.9,0.63,0.18,15.3,
14.0,91.0,306.1,1.0,,,30.9,0.78,0.21,15.3,
14.0,91.25,209.0,1.0,,,30.9,0.81,0.21,15.3,
14.0,91.25,97.5,1.0,,,30.9,0.78,0.2,15.3,
14.0,91.25,222.6,1.0,,,30.9,0.67,0.21,15.3,
14.0,91.25,68.4,1.0,,,30.9,0.81,0.2,15.3,
14.0,91.25,283.9,1.0,,,30.9,0.62,0.18,15.3,
14.0,91.5,71.2,1.0,,,30.9,0.81,0.2,15.3,
14.0,91.5,97.1,1.0,,,30.9,0.75,0.21,15.3,
14.0,91.5,215.5,1.0,,,30.9,0.67,0.21,15.3,
14.0,91.5,249.2,1.0,,,30.9,0.69,0.2,15.3,
14.0,91.5,186.4,1.0,,,30.9,0.62,0.2,15.3,
14.0,91.75,229.3,1.0,,,30.9,0.6,0.21,15.3,
14.0,91.75,215.3,1.0,,,30.9,0.81,0.18,15.3,
14.0,91.75,187.6,1.0,,,30.9,0.73,0.19,15.3,
14.0,91.75,106.3,1.0,,,30.9,0.77,0.2,15.3,
14.0,91.75,108.8,1.0,,,30.9,0.84,0.18,15.3,
14.0,92.0,160.1,1.0,,,30.9,0.76,0.2,15.3,
14.0,92.0,312.1,1.0,,,30.9,0.67,0.18,15.3,
14.0,92.0,123.9,1.0,,,30.9,0.65,0.2,15.3,
14.0,92.0,276.4,1.0,,,30.9,0.63,0.19,15.3,
14.0,92.0,267.2,1.0,,,30.9,0.69,0.21,15.3,
14.0,92.25,151.3,1.0,,,30.9,0.69,0.2,15.3,
14.0,92.25,132.7,1.0,,,30.9,0.83,0.21,15.3,
14.0,92.25,83.8,1.0,,,30.9,0.73,0.21,15.3,
14.0,92.25,313.7,1.0,,,30.9,0.61,0.2,15.3,
14.0,92.25,57.4,1.0,,,30.9,0.61,0.2,15.3,
14.0,92.5,75.9,1.0,,,30.9,0.63,0.18,15.3,
14.0,92.5,44.4,1.0,,,30.9,0.79,0.22,15.3,
14.0,92.5,128.5,1.0,,,30.9,0.79,0.21,15.3,
14.0,92.5,319.3,1.0,,,30.9,0.85,0.18,15.3,
14.0,92.5,85.2,1.0,,,30.9,0.83,0.21,15.3,
14.0,92.75,210.1,1.0,,,30.9,0.75,0.19,15.3,
14.0,92.75,52.1,1.0,,,30.9,0.83,0.18,15.3,
14.0,92.75,222.7,1.0,,,30.9,0.64,0.22,15.3,
14.0,92.75,119.1,1.0,,,30.9,0.61,0.19,15.3,
14.0,92.75,142.6,1.0,,,30.9,0.83,0.2,15.3,
14.0,93.0,274.1,1.0,,,30.9,0.64,0.22,15.3,
14.0,93.0,212.8,1.0,,,30.9,0.83,0.17,15.3,
14.0,93.0,169.1,1.0,,,30.9,0.8,0.18,15.3,
14.0,93.0,348.5,1.0,,,30.9,0.81,0.2,15.3,
14.0,93.0,81.1,1.0,,,30.9,0.7,0.22,15.3,
14.0,93.25,144.4,5.068,4.045,1577.1,30.9,0.75,0.17,15.3,29816.8
14.0,93.25,62.4,5.068,4.045,1577.1,30.9,0.81,0.21,15.3,14582.9
14.0,93.25,49.2,5.068,4.045,1577.1,30.9,0.62,0.2,15.3,8837.3
14.0,93.25,242.8,5.068,4.045,1577.1,30.9,0.69,0.2,15.3,49976.6
14.0,93.25,160.5,5.068,4.045,1577.1,30.9,0.74,0.18,15.3,36849.8
14.0,93.5,73.4,1.0,,,30.9,0.75,0.19,15.3,
14.0,93.5,243.7,1.0,,,30.9,0.85,0.18,15.3,
14.0,93.5,333.1,1.0,,,30.9,0.79,0.19,15.3,
14.0,93.5,154.6,1.0,,,30.9,0.82,0.2,15.3,
14.0,93.5,43.2,1.0,,,30.9,0.7,0.21,15.3,
